fecha_de_apertura,dia_de_apertura,fecha_ocurrencia_hechos,dia_ocurrencia,hora_militar_ocurrencia_hechos,conforman_unidad_domestica,fisica,verbal,economica,psicologica,sexual,genero_m_f_victima,edad_victima,victima_conflicto_armado,etnia_victima,estado_civil_victima,escolaridad_victima,corregimiento_victima,comuna_de_la_victima,barrio_victima,ocupacion_victima,no_hijos_victima,vivienda_victima,nucleo_familiar_victima,numero_hermanos_victima,genero_agresor_m_f,parentesco_frente_a_la_victima,no_de_hijos_agresor,edad_agresor,estado_civil_agresor,escolaridad_agresor,ocupacion_agresor,corregimiento_agresor,comuna_agresor,barrio,tipo_vivienda
25/01/2022,martes,15/01/2022,sábado,09:30 a.m.,si,no,si,no,si,no,masculino,17.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,caimitos,independiente,0.0,familiar,3,0.0,femenino,ex-conyuge,0.0,29.0,soltero(a),primaria incompleta,independiente,ninguno,comuna6,el triunfo,familiar
25/01/2022,martes,29/11/2021,lunes,09:22 a.m.,si,si,si,no,si,no,femenino,20.0,no,si,soltero(a),bachiller incompleto,ninguno,comuna1,zamorano,independiente,1.0,alquilada,7,0.0,masculino,ex-conyuge,1.0,25.0,soltero(a),bachiller completo,independiente,ninguno,comuna7,chapinero sur,familiar
26/01/2022,miércoles,14/01/2022,viernes,22:00 p.m.,si,si,si,si,si,si,femenino,33.0,no,no,casado(a),bachiller incompleto,ninguno,comuna1,reservas de zamorano,independiente,2.0,propia,7,0.0,masculino,ex-conyuge,10.0,49.0,casado(a),primaria incompleta,independiente,ninguno,comuna1,reservas de zamorano,familiar
27/01/2022,jueves,24/01/2022,lunes,19:00 p.m.,si,si,si,no,si,no,femenino,32.0,no,si,unión libre,primaria completa,ninguno,comuna1,reservas de zamorano,independiente,2.0,alquilada,4,0.0,masculino,conyuge,3.0,60.0,casado(a),bachiller completo,independiente,ninguno,comuna1,reservas de zamorano,familiar
27/01/2022,jueves,18/01/2022,martes,14:51 p.m.,si,no,si,no,si,no,masculino,75.0,no,no,unión libre,primaria completa,ninguno,comuna1,los mangos,pensionado,3.0,familiar,3,0.0,masculino,hijo(a),1.0,40.0,soltero(a),bachiller incompleto,independiente,ninguno,comuna1,los mangos,familiar
31/01/2022,lunes,30/01/2022,domingo,15:08 p.m.,si,si,si,no,si,no,masculino,37.0,no,no,unión libre,bachiller completo,ninguno,comuna1,molinos de comfandi,independiente,3.0,familiar,5,0.0,masculino,conyuge,4.0,36.0,unión libre,bachiller incompleto,independiente,ninguno,comuna1,molinos de comfandi,familiar
2022-03-01T00:00:00.000,lunes,2022-01-01T00:00:00.000,sábado,07:00 a. m.,si,si,si,no,si,no,femenino,53.0,no,otro,soltero(a),bachiller incompleto,rozo,comuna8,cgto rozo,independiente,1.0,familiar,6,1.0,masculino,hijo(a),0.0,29.0,soltero,bachiller incompleto,independiente,rozo,comuna8,cgto rozo,familiar
2022-03-01T00:00:00.000,lunes,2022-02-01T00:00:00.000,domingo,07:30 p. m.,no,si,si,no,si,no,femenino,27.0,no,ninguno,soltero(a),bachiller incompleto,rozo,comuna8,cgto rozo,desempleado,2.0,familiar,6,3.0,masculino,ex-conyuge,1.0,49.0,soltero(a),ninguno,independiente,rozo,comuna8,cgto rozo,familiar
2022-07-01T00:00:00.000,viernes,28/12/2022,martes,10:00 p. m.,si,si,si,no,si,no,femenino,48.0,no,ninguno,soltero(a),primaria incompleta,la torre,comuna8,cgto la torre,independiente,5.0,propia,4,6.0,masculino,exconyuge,5.0,52.0,unión libre,primaria completa,empleado,la acequia,comuna8,cgto la acequia,familiar
2022-11-01T00:00:00.000,martes,2022-09-01T00:00:00.000,domingo,01:00 p. m.,si,no,si,si,si,no,femenino,80.0,no,ninguna,union libre,primaria incompleta,torre,comuna 8,cgto la torre,ama de casa,7.0,propia,2,2.0,masculino,pareja,3.0,77.0,union libre,bachiller completo,pensionado,la torre,comuna8,callejon la union,familiar
2022-12-01T00:00:00.000,miércoles,2022-08-01T00:00:00.000,sabado,06:00 p. m.,no,no,si,no,si,no,femenino,54.0,no,ninguna,casado(a),bachiller incompleto,rozo,comuna 8,cgto rozo,independiente,4.0,familiar,2,4.0,masculino,hijo(a),1.0,34.0,union libre,primaria completa,independiente,rozo,comuna8,cgto rozo,familiar
14/01/2022,viernes,26/12/2021,domingo,01:30 a. m.,no,si,si,si,si,no,femenino,28.0,no,ninguna,soltera,bachiller completo,la torre,comuna8,cgto la torre,independiente,2.0,alquiler,2,8.0,masculino,ex-conyuge,1.0,35.0,soltero,tecnico,empleado,rozo,comuna8,cgto rozo,familiar
17/01/2022,lunes,2022-12-01T00:00:00.000,miercoles,10:00 a. m.,no,si,si,no,si,no,masculino,41.0,no,ninguna,soltero(a),primaria incompleta,torre,comuna8,cgto la torre,independiente,4.0,alquiler,5,4.0,femenino,exconyuge,2.0,28.0,soltero,bachiller,independiente,rozo,comuna8,cgto rozo,familiar
17/01/2022,lunes,16/01/2022,domingo,05:00 p. m.,si,no,si,si,si,no,masculino,52.0,no,ninguna,casada,bachiller,rozo,comuna 8,cgto rozo,ama de casa,10.0,propia,3,10.0,masculino,casado,4.0,56.0,casado,bachiller incompleto,independiente,rozo,comuna 8,cgto rozo,familiar
17/01/2022,lunes,2022-06-01T00:00:00.000,jueves,07:00 p. m.,no,si,si,si,si,no,femenino,35.0,no,ninguna,soltera,tecnico,torre,comuna 8,cgto la torre,empleada,6.0,alquiler,5,6.0,masculino,ex conyuge,1.0,41.0,soltero,primaria completa,independiente,torre,comuna 8,cgto rozo,alquilada
19/01/2022,miércoles,15/01/2022,sábado,no aplica,no,si,si,si,si,no,femenino,32.0,no,ninguno,soltero(a),tecnólogo,no aplica,no aplica,ciudad del campo,empleado,1.0,propia,2,0.0,masculino,ex-conyugue,1.0,7.0,soltero(a),primaria completa,empleado,no aplica,no aplica,ciudad del campo,propia
25/01/2022,martes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,80.0,no,ninguno,soltero(a),primaria incompleta,no aplica,comuna 7,sembrador,no aplica,5.0,no aplica,no aplica,,masculino,hermano(a),2.0,10.0,unión libre,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica
25/01/2022,sabado,2021-04-12T00:00:00.000,no aplica,no aplica,no,no,si,si,si,no,femenino,25.0,no,ninguno,unión libre,no aplica,tienda nueva,comuna 13,cgto tienda nueva,empleado,1.0,familiar,4,,masculino,ex-conyugue,2.0,,unión libre,no aplica,no aplica,tienda nueva,no aplica,las violetas,familiar
24/01/2022,lunes,24/01/2022,lunes,no aplica,no,si,si,no,no,no,femenino,32.0,no,ninguno,unión libre,no aplica,no aplica,comuna 14,la buitrera,empleado,2.0,familiar,4,4.0,masculino,ex-conyugue,,,unión libre,no aplica,empleado,tienda nueva,no aplica,santa maria del palmar,no aplica
2022-12-01T00:00:00.000,miercoles,no aplica,no aplica,no aplica,no,si,si,no,si,si,femenino,30.0,no,ninguno,unión libre,primaria completa,no aplica,comuna 11,cgto bolo san isidro,no aplica,2.0,no aplica,2,,masculino,ex-conyugue,2.0,7.0,unión libre,primaria completa,independiente,no aplica,no aplica,no aplica,no aplica
2022-02-01T00:00:00.000,lunes,no aplica,no aplica,no aplica,no,no,si,no,no,no,masculino,21.0,no,ninguno,soltero(a),bachiller incompleto,tienda nueva,comuna 13,cgto tienda nueva,independiente,1.0,familiar,2,7.0,femenino,hijo(a),,,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica,no aplica
2022-02-07T00:00:00.000,miércoles,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,45.0,no,ninguno,divorciado(a),primaria completa,no aplica,no aplica,ciudad del campo,desempleada,2.0,familiar,2,,masculino,ex-conyugue,2.0,13.0,unión libre,bachiller completo,no aplica,no aplica,no aplica,no aplica,no aplica
2022-02-15T00:00:00.000,no aplica,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,26.0,no,ninguno,soltero(a),bachiller completo,no aplica,no aplica,no aplica,no aplica,2.0,propia,no aplica,1.0,masculino,ex-conyugue,4.0,,divorciado(a),no aplica,empleado,no aplica,no aplica,no aplica,no aplica
2022-02-21T00:00:00.000,lunes,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,35.0,no,ninguno,unión libre,bachiller completo,no aplica,no aplica,no aplica,desempleada,2.0,familiar,4,2.0,masculino,ex-conyugue,2.0,,soltero(a),no aplica,empleado,no aplica,no aplica,no aplica,no aplica
2022-02-02T00:00:00.000,miércoles,2022-01-02T00:00:00.000,martes,11:26 a.m.,si,si,si,no,si,no,femenino,33.0,no,no,soltero(a),tecnólogo,ninguno,comuna2,juan pablo ii,independiente,1.0,propia,4,0.0,masculino,ex-conyuge,1.0,29.0,soltero(a),bachiller incompleto,independiente,ninguno,comuna2,juan pablo ii,familiar
2022-02-03T00:00:00.000,jueves,31/01/2022,lunes,22:00 p.m.,si,no,si,no,si,no,femenino,44.0,no,no,soltero(a),técnico,ninguno,comuna2,los samanes,independiente,2.0,alquilada,2,0.0,masculino,ex-conyuge,2.0,51.0,soltero(a),pregrado,independiente,ninguno,comuna3,santa ana,familiar
2022-02-03T00:00:00.000,jueves,30/01/2022,domingo,12:00 a.m.,si,si,si,no,si,no,femenino,52.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,palo verde zamorano,independiente,2.0,propia,3,0.0,masculino,hijo(a),0.0,30.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,palo verde zamorano,familiar
2022-02-04T00:00:00.000,viernes,2022-04-02T00:00:00.000,viernes,12:00 a.m.,si,si,si,no,si,no,femenino,0.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,0.0,propia,2,0.0,masculino,ex-conyuge,0.0,0.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,la carbonera,familiar
2022-02-04T00:00:00.000,viernes,2022-02-02T00:00:00.000,miércoles,13:56 p.m.,si,si,si,no,si,no,masculino,24.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,2.0,propia,2,0.0,femenino,ex-conyuge,2.0,27.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,palo verde zamorano,familiar
2022-02-07T00:00:00.000,lunes,28/01/2022,viernes,08:54 a. m.,si,no,si,si,si,no,masculino,46.0,no,no,soltero(a),tecnólogo,ninguno,comuna2,urb. villa claudia,independiente,1.0,propia,3,0.0,masculino,conyuge,2.0,40.0,soltero(a),bachiller completo,independiente,ninguno,comuna2,urb. villa claudia,familiar
2022-02-07T00:00:00.000,lunes,2022-04-02T00:00:00.000,viernes,14:59 p.m.,si,no,si,si,si,no,femenino,54.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,ignacio torres,independiente,1.0,propia,5,0.0,masculino,hijo(a),0.0,16.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,ignacio torres,familiar
2022-02-08T00:00:00.000,martes,2022-02-02T00:00:00.000,miércoles,8:53 a.m.,si,si,si,no,si,no,femenino,31.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,urb. beltrán porvenir,independiente,1.0,propia,5,0.0,masculino,ex-conyuge,1.0,24.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,cali,familiar
2022-02-11T00:00:00.000,viernes,2022-11-02T00:00:00.000,viernes,13:29 p.m.,si,si,si,no,si,no,femenino,38.0,no,no,unión libre,bachiller incompleto,ninguno,comuna1,simón bolívar,independiente,2.0,propia,3,0.0,masculino,hijo(a),0.0,23.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,simón bolívar,familiar
2022-02-14T00:00:00.000,lunes,2022-12-02T00:00:00.000,sábado,09:40 a. m.,si,si,si,no,si,no,femenino,65.0,no,no,viudo(a),bachiller incompleto,ninguno,comuna1,coronado,independiente,0.0,propia,2,0.0,masculino,hijo(a),0.0,0.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,coronado,familiar
2022-02-15T00:00:00.000,martes,27/01/2022,jueves,14:01 p.m.,si,si,si,no,si,no,femenino,24.0,no,no,unión libre,primaria incompleta,ninguno,comuna1,coronado,independiente,2.0,propia,3,0.0,masculino,ex-conyuge,1.0,25.0,unión libre,primaria incompleta,desempleado,ninguno,comuna7,barrio nuevo,familiar
2022-02-17T00:00:00.000,jueves,2021-06-12T00:00:00.000,lunes,22:00 p.m.,si,si,si,no,si,no,femenino,33.0,no,no,soltero(a),pregrado,ninguno,comuna1,zamorano,independiente,1.0,familiar,2,0.0,masculino,ex-conyuge,2.0,32.0,unión libre,tecnólogo,independiente,ninguno,comuna3,la emilia,alquilada
2022-02-17T00:00:00.000,jueves,18/12/2021,domingo,11:40 a.m.,si,si,si,no,si,no,femenino,38.0,no,si,unión libre,primaria completa,ninguno,comuna1,molinos de cien,independiente,2.0,propia,4,0.0,masculino,conyuge,2.0,39.0,unión libre,primaria incompleta,independiente,ninguno,comuna1,molinos de cien,alquilada
2022-02-17T00:00:00.000,jueves,2021-08-12T00:00:00.000,martes,17:48 p.m.,si,si,si,no,si,no,femenino,20.0,no,si,soltero(a),bachiller completo,ninguno,comuna3,llanogrande,independiente,1.0,alquilada,3,0.0,masculino,ex-conyuge,1.0,21.0,soltero(a),bachiller completo,independiente,ninguno,comuna4,bizerta,propia
2022-02-17T00:00:00.000,jueves,2021-11-12T00:00:00.000,viernes,9:20 a.m.,si,si,si,no,si,no,femenino,39.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,harold eder,independiente,0.0,propia,3,0.0,masculino,ex-conyuge,0.0,53.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,harold eder,alquilada
2022-02-17T00:00:00.000,jueves,2021-11-12T00:00:00.000,viernes,16:15 p.m,si,si,si,no,si,no,femenino,34.0,no,no,soltero(a),técnico,ninguno,comuna1,zamorano,independiente,3.0,alquilada,5,0.0,masculino,conyuge,5.0,42.0,casado(a),bachiller incompleto,independiente,ninguno,comuna1,zamorano,alquilada
2022-02-17T00:00:00.000,jueves,2021-06-12T00:00:00.000,domingo,13:54 p.m.,si,si,si,no,si,no,masculino,46.0,no,no,soltero(a),pregrado,ninguno,comuna2,poblado comfaunión,independiente,5.0,propia,4,0.0,femenino,ex-conyuge,2.0,24.0,soltero(a),técnico,independiente,ninguno,comuna1,hugo varela,alquilada
2022-02-17T00:00:00.000,jueves,2022-12-02T00:00:00.000,sábado,13:42 p.m.,si,si,si,si,si,no,femenino,14.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,0.0,familiar,5,0.0,masculino,ex-conyuge,1.0,33.0,soltero(a),bachiller completo,independiente,ninguno,comuna1,el porvenir,familiar
2022-02-18T00:00:00.000,viernes,14/02/2022,lunes,8:55 a.m.,si,si,si,no,si,no,femenino,26.0,no,no,unión libre,técnico,ninguno,comuna2,portal de las palmas,independiente,1.0,propia,2,0.0,masculino,ex-conyuge,2.0,55.0,unión libre,primaria incompleta,independiente,ninguno,comuna3,olímpico,familiar
2022-02-21T00:00:00.000,lunes,20/02/2022,domingo,11:00 a.m.,si,si,si,no,si,no,femenino,44.0,no,no,soltero(a),bachiller completo,ninguno,comuna2,alameda,independiente,2.0,propia,3,0.0,masculino,ex-conyuge,2.0,25.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,zamorano,familiar
2022-02-21T00:00:00.000,lunes,20/02/2022,domingo,12:00 a.m.,si,si,si,no,si,no,femenino,66.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,urb. villa diana,independiente,1.0,propia,3,0.0,masculino,ex-conyuge,1.0,29.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,urb. villa diana,familiar
2022-02-21T00:00:00.000,lunes,18/02/2022,viernes,13:21 p.m.,si,si,si,no,si,no,femenino,28.0,no,no,unión libre,bachiller incompleto,ninguno,comuna1,reservas de zamorano,independiente,1.0,propia,2,0.0,masculino,ex-conyuge,1.0,33.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,no,familiar
2022-02-24T00:00:00.000,jueves,2022-02-02T00:00:00.000,miércoles,11:03 a.m.,si,si,si,no,si,no,femenino,26.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,el progreso,independiente,1.0,propia,2,0.0,masculino,conyuge,1.0,25.0,unión libre,primaria incompleta,desempleado,ninguno,comuna1,el progreso,familiar
2022-02-25T00:00:00.000,viernes,19/02/2022,sábado,11:36 a.m.,si,si,si,no,si,no,masculino,20.0,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,caimitos,independiente,1.0,propia,2,0.0,femenino,ex-conyuge,1.0,17.0,soltero(a),bachiller incompleto,independiente,ninguno,comuna1,simon bolívar,familiar
2022-02-25T00:00:00.000,viernes,21/02/2022,lunes,02:42 p. m.,si,si,si,no,si,no,femenino,46.0,no,si,soltero(a),bachiller incompleto,ninguno,comuna1,reservas de zamorano,independiente,2.0,propia,3,0.0,masculino,conyuge,0.0,48.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,reservas de zamorano,familiar
2022-02-25T00:00:00.000,viernes,19/02/2022,sábado,03:51 p. m.,si,no,si,no,si,no,femenino,20.0,no,no,soltero(a),bachiller incompleto,ninguno,comuna1,caimitos,estudiante,0.0,propia,2,0.0,femenino,hermano(a),0.0,24.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,caimitos,familiar
2022-02-28T00:00:00.000,lunes,28/02/2022,lunes,12:00 a.m.,si,si,si,no,si,no,femenino,77.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,2.0,propia,2,0.0,masculino,hijo(a),0.0,54.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,zamorano,familiar
2022-02-01T00:00:00.000,martes,30/01/2022,domingo,13:43 p.m.,si,si,si,no,si,no,femenino,37.0,no,no,soltero(a),bachiller completo,potrerillo,comuna16,no,independiente,1.0,familiar,2,0.0,masculino,ex-conyuge,0.0,22.0,soltero(a),bachiller incompleto,independiente,potrerillo,comuna16,no,alquilada
2022-02-03T00:00:00.000,jueves,2022-03-02T00:00:00.000,jueves,12:00 m,si,si,si,no,si,no,masculino,77.0,no,no,unión libre,primaria incompleta,ninguno,comuna7,guayacanes,pensionado,5.0,familiar,2,0.0,femenino,conyuge,2.0,0.0,unión libre,técnico,independiente,ninguno,comuna7,guayacanes,alquilada
2022-02-03T00:00:00.000,jueves,2022-03-02T00:00:00.000,jueves,16:32 p.m.,si,no,si,no,si,no,masculino,70.0,no,no,unión libre,primaria incompleta,ninguno,comuna3,la emilia,pensionado,4.0,familiar,0,0.0,masculino,hijo(a),0.0,0.0,soltero(a),primaria incompleta,independiente,ninguno,comuna3,la emilia,familiar
2022-02-03T00:00:00.000,jueves,2022-03-02T00:00:00.000,jueves,14:45 p.m.,si,si,si,no,si,no,masculino,34.0,no,no,unión libre,bachiller completo,ninguno,comuna2,poblado comfaunión,independiente,1.0,alquilada,5,0.0,femenino,ex-conyuge,1.0,24.0,soltero(a),bachiller completo,empleado,ninguno,comuna3,llanos de la rivera,alquilada
2022-02-08T00:00:00.000,martes,24/12/2021,viernes,23:44 p.m.,si,si,si,no,si,no,femenino,16.0,no,no,soltero(a),primaria incompleta,ninguno,comuna7,las américas,estudiante,0.0,familiar,2,0.0,masculino,ex-conyuge,0.0,25.0,soltero(a),técnico,estudiante,ninguno,comuna7,el sembrador,alquilada
2022-02-09T00:00:00.000,miércoles,2021-04-02T00:00:00.000,viernes,22:54 a.m.,si,si,si,no,si,no,masculino,35.0,no,no,soltero(a),pregrado,ninguno,comuna2,"urb, versalles",independiente,2.0,alquilada,2,1.0,femenino,ex-conyuge,1.0,31.0,soltero(a),técnico,independiente,ninguno,comuna5,los sauces,familiar
2022-02-11T00:00:00.000,viernes,2022-07-01T00:00:00.000,viernes,9:47 a..m.,si,si,si,no,si,no,femenino,51.0,no,no,soltero(a),primaria incompleta,ninguno,comuna1,zamorano,independiente,5.0,familiar,2,0.0,masculino,hijo(a),0.0,24.0,soltero(a),técnico,desempleado,ninguno,comuna7,recreo,alquilada
2022-02-11T00:00:00.000,viernes,2022-07-01T00:00:00.000,viernes,9:47 a..m.,si,si,si,no,si,no,femenino,25.0,no,no,soltero(a),primaria completa,ninguno,comuna1,bosques del eden,independiente,2.0,alquilada,9,0.0,masculino,ex-conyuge,0.0,23.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna1,bosques del eden,alquilada
2022-02-14T00:00:00.000,lunes,14/02/2022,lunes,15:30 p.m.,si,si,si,no,si,no,femenino,22.0,no,no,soltero(a),bachiller completo,ninguno,comuna4,colombia,independiente,1.0,familiar,6,0.0,masculino,ex-conyuge,1.0,23.0,soltero(a),bachiller completo,independiente,ninguno,comuna7,laas américas,alquilada
2022-02-15T00:00:00.000,martes,15/02/2022,martes,15:30 p.m.,si,si,si,no,si,no,femenino,24.0,no,no,soltero(a),técnico,ninguno,comuna3,la emilia,empleado,0.0,familiar,4,1.0,masculino,ex-conyuge,0.0,27.0,soltero(a),primaria incompleta,independiente,ninguno,comuna1,zamorano,familiar
1/2/21,sabado,no aplica,no aplica,15:00,no,si,si,no,no,no,m,,no aplica,no aplica,no aplica,tecnico,no aplica,6,no aplica,ayudante prensa,1.0,familiar,no aplica,3.0,f,ex compañera,3.0,,no aplica,bachiller,oficios varios,no aplica,2,no aplica,rentada
2022-02-17T00:00:00.000,jueves,17/02/2022,jueves,16:10 p.m.,si,si,si,no,si,no,femenino,47.0,no,no,soltero(a),bachiller completo,ninguno,comuna1,villa del rosario,independiente,3.0,familiar,5,0.0,masculino,hijo(a),1.0,24.0,soltero(a),bachiller completo,independiente,ninguno,comuna3,la emilia,alquilada
2022-02-18T00:00:00.000,viernes,18/02/2022,viernes,8:55 a.m.,si,si,si,no,si,no,masculino,41.0,no,no,casado(a),postgrado,ninguno,comuna3,pomona,independiente,2.0,propia,4,10.0,femenino,conyuge,2.0,43.0,casado(a),técnico,independiente,ninguno,comuna3,el prado,propia
2022-02-21T00:00:00.000,lunes,2022-11-02T00:00:00.000,viernes,11:30 a.m.,si,si,si,no,si,no,femenino,39.0,no,no,unión libre,técnico,juanchito,comuna10,ciudad delcampo,independiente,3.0,familiar,3,1.0,masculino,hijo(a),1.0,22.0,soltero(a),primaria completa,independiente,juanchito,comuna10,ciudad delcampo,familiar
2022-02-22T00:00:00.000,martes,20/02/2022,jueves,9:40 a.m.,si,si,si,no,si,no,femenino,36.0,no,no,casado(a),bachiller completo,ninguno,comuna7,urbanización papayal,independiente,3.0,alquilada,5,0.0,masculino,hermano(a),1.0,42.0,soltero(a),técnico,empleado,ninguno,comuna2,berlín,familiar
2022-02-22T00:00:00.000,martes,21/02/2022,lunes,15:41 p.m,si,si,si,no,si,no,femenino,39.0,no,afro,soltero(a),bachiller completo,ninguno,comuna3,la emilia,independiente,2.0,familiar,6,2.0,masculino,ex-conyuge,0.0,24.0,soltero(a),bachiller incompleto,desempleado,bolo italia,comuna11,no,familiar
2022-02-23T00:00:00.000,miércoles,23/02/2022,miércoles,9:30 a.m.,si,si,si,no,si,no,femenino,29.0,no,afro,soltero(a),técnico,ninguno,comuna7,los guayacanes,empleado,0.0,alquilada,2,0.0,masculino,ex-conyuge,1.0,32.0,unión libre,bachiller completo,independiente,juanchito,comuna10,urb. pereira,alquilada
2022-02-24T00:00:00.000,jueves,24/02/2022,jueves,12:00 m,si,no,si,no,si,no,femenino,0.0,no,no,casado(a),primaria incompleta,ninguno,comuna5,san josé,independiente,0.0,propia,2,0.0,femenino,ex-conyuge,0.0,0.0,soltero(a),primaria incompleta,independiente,ninguno,comuna5,san josé,propia
2022-02-24T00:00:00.000,jueves,24/02/2022,jueves,16:23 p.m.,si,no,si,no,si,no,femenino,74.0,no,no,viudo(a),primaria completa,ninguno,comuna7,paseo de la italia,independiente,3.0,propia,2,0.0,masculino,hijo(a),1.0,50.0,soltero(a),bachiller completo,independiente,ninguno,comuna7,paseo de la italia,propia
2022-02-25T00:00:00.000,jueves,2022-11-01T00:00:00.000,martes,16:40 p.m.,si,si,si,no,si,no,femenino,40.0,no,no,soltero(a),bachiller completo,ninguno,comuna7,sesquicentenario,empleado,3.0,familiar,6,0.0,masculino,ex-conyuge,1.0,29.0,soltero(a),bachiller completo,empleado,ninguno,comuna2,villa claudia,alquilada
2022-02-25T00:00:00.000,jueves,22/02/2022,martes,15:35 p.m.,si,si,si,no,si,no,femenino,26.0,no,no,unión libre,bachiller completo,ninguno,comuna2,juan pablo ii,empleado,2.0,alquilada,4,3.0,masculino,conyuge,1.0,30.0,unión libre,bachiller completo,desempleado,ninguno,comuna2,juan pablo ii,alquilada
2022-02-28T00:00:00.000,lunes,28/02/2022,lunes,11:22 a.m,si,si,si,no,si,no,masculino,72.0,no,no,soltero(a),primaria completa,ninguno,comuna3,olímpico,desempleado,6.0,propia,5,0.0,masculino,hijo(a),2.0,25.0,soltero(a),primaria incompleta,independiente,ninguno,comuna3,olímpico,familiar
2022-02-28T00:00:00.000,lunes,28/02/2022,lunes,04:31 p. m.,si,si,si,no,si,no,femenino,82.0,no,no,soltero(a),primaria incompleta,ninguno,comuna4,colombia,independiente,4.0,alquilada,3,0.0,femenino,hijo(a),0.0,42.0,soltero(a),primaria incompleta,desempleado,ninguno,comuna4,colombia,alquilada
2022-02-01T00:00:00.000,martes,no aplica,no aplica,no aplica,no,no,si,no,si,no,femenino,27.0,no,ninguno,soltera,bachiller,ninguno,comuna6,no aplica,auxiliar de cocina,2.0,alquilada,3,2.0,masculino,expareja,5.0,20.0,soltero,bachiller incompleto,operario,ninguno,no aplica,duitama,alquilada
2022-02-01T00:00:00.000,martes,no aplica,no aplica,no aplica,si,si,si,no,si,no,femenino,62.0,no,ninguno,casado(a),primaria,ninguno,comuna3,emilia,oficios varios,1.0,propia,3,5.0,masculino,pareja,,,casado,no registro,reciclador,ninguno,comuna3,emilia,propia
2022-02-02T00:00:00.000,miercoles,no aplica,no aplica,no aplica,no,si,si,no,si,no,femenino,39.0,si,ninguno,unión libre,bachiller incompleto,ninguno,comuna7,sesquicentenario,independiente,1.0,alquilada,3,1.0,masculino,pareja,1.0,20.0,no registro,no registro,domiciliario,ninguno,comuna7,sesquicentenario,alquilada
